Text,Character,Affiliation,Season,Episode,EpisodeName
We weren’t there.,ARTHUR DAYNE,CROWN,6,3,Oathbreaker
Arya.,ARYA STARK,NORTH,1,1,Winter is Coming
Move!,ARYA STARK,NORTH,1,1,Winter is Coming
That’s Jaime Lannister. The queen’s twin brother.,ARYA STARK,NORTH,1,1,Winter is Coming
Where’s the Imp?,ARYA STARK,NORTH,1,1,Winter is Coming
Where’s the Imp?,ARYA STARK,NORTH,1,1,Winter is Coming
"  Shut up. Nymeria, gloves!",ARYA STARK,NORTH,1,2,The Kingsroad
" Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway.",ARYA STARK,NORTH,1,2,The Kingsroad
" Watch. Nymeria, gloves.",ARYA STARK,NORTH,1,2,The Kingsroad
A present?,ARYA STARK,NORTH,1,2,The Kingsroad
Go!,ARYA STARK,NORTH,1,2,The Kingsroad
He's my friend.,ARYA STARK,NORTH,1,2,The Kingsroad
I can be quick.,ARYA STARK,NORTH,1,2,The Kingsroad
I know which end to use.,ARYA STARK,NORTH,1,2,The Kingsroad
I think so.,ARYA STARK,NORTH,1,2,The Kingsroad
I'm sorry.,ARYA STARK,NORTH,1,2,The Kingsroad
It's so skinny.,ARYA STARK,NORTH,1,2,The Kingsroad
Lady wasn't there! You leave her alone!,ARYA STARK,NORTH,1,2,The Kingsroad
Liar liar liar!,ARYA STARK,NORTH,1,2,The Kingsroad
Liar!,ARYA STARK,NORTH,1,2,The Kingsroad
Liar! Liar liar liar!,ARYA STARK,NORTH,1,2,The Kingsroad
No.,ARYA STARK,NORTH,1,2,The Kingsroad
Nymeria!,ARYA STARK,NORTH,1,2,The Kingsroad
Sansa can keep her sewing needles. I've got a needle of my own.,ARYA STARK,NORTH,1,2,The Kingsroad
Stop it!,ARYA STARK,NORTH,1,2,The Kingsroad
That's not true! She just... Bit him a little. He was hurting Mycah.,ARYA STARK,NORTH,1,2,The Kingsroad
That's not what happened!,ARYA STARK,NORTH,1,2,The Kingsroad
What are you doing here? Go away.,ARYA STARK,NORTH,1,2,The Kingsroad
You've got to go. They'll kill you for what you did to Joffrey. Go on... run. Go! Leave now!,ARYA STARK,NORTH,1,2,The Kingsroad
" I hate them! I hate all of them. The Hound, the Queen and the King and Joffrey and Sansa.",ARYA STARK,NORTH,1,3,Lord Snow
" You're a liar. And if you told the truth, Mycah would be alive.",ARYA STARK,NORTH,1,3,Lord Snow
A needle.,ARYA STARK,NORTH,1,3,Lord Snow
But how you can let her marry someone like that?,ARYA STARK,NORTH,1,3,Lord Snow
Go away!,ARYA STARK,NORTH,1,3,Lord Snow
He's a liar and a coward and he killed my friend.,ARYA STARK,NORTH,1,3,Lord Snow
I can keep it?,ARYA STARK,NORTH,1,3,Lord Snow
I don't hate her. Not really.,ARYA STARK,NORTH,1,3,Lord Snow
I was trying to learn. I asked Mycah to practice with me. I asked him. It was my fault.,ARYA STARK,NORTH,1,3,Lord Snow
I wasn't playing. And I don't want to be a lady.,ARYA STARK,NORTH,1,3,Lord Snow
I'm a girl.,ARYA STARK,NORTH,1,3,Lord Snow
I'm practicing.,ARYA STARK,NORTH,1,3,Lord Snow
It's called Needle.,ARYA STARK,NORTH,1,3,Lord Snow
It's too heavy.,ARYA STARK,NORTH,1,3,Lord Snow
Mine.,ARYA STARK,NORTH,1,3,Lord Snow
So was I! He is a liar.,ARYA STARK,NORTH,1,3,Lord Snow
Stick 'em with the pointy end.,ARYA STARK,NORTH,1,3,Lord Snow
The Hound does whatever the Prince tells him to do.,ARYA STARK,NORTH,1,3,Lord Snow
The Prince.,ARYA STARK,NORTH,1,3,Lord Snow
What if I drop it?,ARYA STARK,NORTH,1,3,Lord Snow
Who are you?,ARYA STARK,NORTH,1,3,Lord Snow
Winter is coming.,ARYA STARK,NORTH,1,3,Lord Snow
Can I be Lord of a holdfast?,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
He says every swordsman should study cats. They're quiet as shadows and as light as feathers. You have to be quick to catch them.,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
"He wants to be a knight of the King’s Guard. He can't be one now, can he?",ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
No. That's not me.,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
Now that Bran's awake will he come live with us?,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
Syrio says a water dancer can stand on one toe for hours.,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
Syrio says every hurt is a lesson and every lesson makes you better. Tomorrow I'm going to be chasing cats.,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
Why do they call you Littlefinger?,ARYA STARK,NORTH,1,4,"Cripples, Bastards, and Broken Things"
" I didn't see them, but I think one was fat.",ARYA STARK,NORTH,1,5,The Wolf and the Lion
" In the dungeons, near the dragon skulls.",ARYA STARK,NORTH,1,5,The Wolf and the Lion
" My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing?",ARYA STARK,NORTH,1,5,The Wolf and the Lion
" You wouldn't let anyone kill him, would you?",ARYA STARK,NORTH,1,5,The Wolf and the Lion
Chasing a cat.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
Come on. I'm not gonna hurt you.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
How many guards does my father have?,ARYA STARK,NORTH,1,5,The Wolf and the Lion
I want to see my father.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
I'm a girl!,ARYA STARK,NORTH,1,5,The Wolf and the Lion
I'm not a beggar. I live here.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
I'm not lying! They said you found the bastard and the wolves are fighting the lions and the savage... something about the savage.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
They said they were going to kill you.,ARYA STARK,NORTH,1,5,The Wolf and the Lion
" The lion’s not his sigil, idiot. He’s a stag, like his father.",ARYA STARK,NORTH,1,6,A Golden Crown
Are you dying because of your leg? Is that why you’re sending us home?,ARYA STARK,NORTH,1,6,A Golden Crown
Can’t we take Syrio back with us?,ARYA STARK,NORTH,1,6,A Golden Crown
Come on! (dragging Sansa),ARYA STARK,NORTH,1,6,A Golden Crown
I don’t like dolls and k -,ARYA STARK,NORTH,1,6,A Golden Crown
I don’t want to practice today.,ARYA STARK,NORTH,1,6,A Golden Crown
Seven hells.,ARYA STARK,NORTH,1,6,A Golden Crown
They killed Jory. My father is hurt. I don’t care about stupid wooden swords.,ARYA STARK,NORTH,1,6,A Golden Crown
Yes -,ARYA STARK,NORTH,1,6,A Golden Crown
You can’t. I’ve got my lessons with Syrio. I’m finally getting good.,ARYA STARK,NORTH,1,6,A Golden Crown
"  I was so. I watched, but you...",ARYA STARK,NORTH,1,8,The Pointy End
"  You said right, but you went left.",ARYA STARK,NORTH,1,8,The Pointy End
And I don't have to go with you if I don't want.,ARYA STARK,NORTH,1,8,The Pointy End
Come with me. Run.,ARYA STARK,NORTH,1,8,The Pointy End
Leave me be. My father's a lord. He'll reward you.,ARYA STARK,NORTH,1,8,The Pointy End
My father wouldn't send you.,ARYA STARK,NORTH,1,8,The Pointy End
Needle.,ARYA STARK,NORTH,1,8,The Pointy End
Not today.,ARYA STARK,NORTH,1,8,The Pointy End
Not today. Not today.,ARYA STARK,NORTH,1,8,The Pointy End
Only 'cause you lied.,ARYA STARK,NORTH,1,8,The Pointy End
Stay away!,ARYA STARK,NORTH,1,8,The Pointy End
What do you want?,ARYA STARK,NORTH,1,8,The Pointy End
"  Hey, where's everyone going? What's happening?",ARYA STARK,NORTH,1,9,Baelor
Could l have one? A lemon one or any of them.,ARYA STARK,NORTH,1,9,Baelor
Do you have any stale ones from yesterday? Or any burnt ones?,ARYA STARK,NORTH,1,9,Baelor
How about a nice fat pigeon?,ARYA STARK,NORTH,1,9,Baelor
Let me go.,ARYA STARK,NORTH,1,9,Baelor
Who?,ARYA STARK,NORTH,1,9,Baelor
(pointing Needle at Hot Pie) You want it? l'll give it to you. l already killed one fat boy. l bet you never killed anyone. l bet you're a liar. But l'm not. l'm good at killing fat boys. l like killing fat boys.,ARYA STARK,NORTH,1,10,Fire and Blood
Arry.,ARYA STARK,NORTH,1,10,Fire and Blood
l'm not a boy!,ARYA STARK,NORTH,1,10,Fire and Blood
lt was a gift.,ARYA STARK,NORTH,1,10,Fire and Blood
Which are you?,ARYA STARK,NORTH,1,10,Fire and Blood
" (Gendry walks over to get more water). Gendry's an armorer's apprentice. Hot Pie, tell Gendry what makes it a battle.",ARYA STARK,NORTH,2,2,The Night Lands
" If you got within a mile of a battle, you'd fill your pants.",ARYA STARK,NORTH,2,2,The Night Lands
" No. I mean yes. My mother was a lady, and my sister -",ARYA STARK,NORTH,2,2,The Night Lands
" Stupider. Night's Watch doesn't take girls, everyone knows that.",ARYA STARK,NORTH,2,2,The Night Lands
(Stops walking). What do you want?,ARYA STARK,NORTH,2,2,The Night Lands
(Walks toward the cave). I have friends.,ARYA STARK,NORTH,2,2,The Night Lands
And who was your father?,ARYA STARK,NORTH,2,2,The Night Lands
Do not call me milady.,ARYA STARK,NORTH,2,2,The Night Lands
He was never a traitor! Joffrey is a liar.,ARYA STARK,NORTH,2,2,The Night Lands
I am not!,ARYA STARK,NORTH,2,2,The Night Lands
I don't need to take a piss… Lommy and Hot Pie can’t know. No one can know.,ARYA STARK,NORTH,2,2,The Night Lands
I'm not a girl!,ARYA STARK,NORTH,2,2,The Night Lands
Liar.,ARYA STARK,NORTH,2,2,The Night Lands
Lord Stark.,ARYA STARK,NORTH,2,2,The Night Lands
My name's not Arry. It's Arya. Of House Stark. Yoren is taking me home to Winterfell.,ARYA STARK,NORTH,2,2,The Night Lands
No good's ever come? Who asked questions before?,ARYA STARK,NORTH,2,2,The Night Lands
So?,ARYA STARK,NORTH,2,2,The Night Lands
Then I wouldn't get to insult anyone. (Follows him).,ARYA STARK,NORTH,2,2,The Night Lands
They don't scare me.,ARYA STARK,NORTH,2,2,The Night Lands
They're looking for me.,ARYA STARK,NORTH,2,2,The Night Lands
What are gold cloaks doing this far from King's Landing?,ARYA STARK,NORTH,2,2,The Night Lands
What did they ask about?,ARYA STARK,NORTH,2,2,The Night Lands
What do the gold cloaks want with you?,ARYA STARK,NORTH,2,2,The Night Lands
Who asked questions?,ARYA STARK,NORTH,2,2,The Night Lands
Who's your mom?,ARYA STARK,NORTH,2,2,The Night Lands
You should have asked nicely.,ARYA STARK,NORTH,2,2,The Night Lands
You're a liar.,ARYA STARK,NORTH,2,2,The Night Lands
"  No, I'm not afraid.",ARYA STARK,NORTH,2,3,What Is Dead May Never Die
" But you've seen things, horrible things.",ARYA STARK,NORTH,2,3,What Is Dead May Never Die
" I close my eyes and I see them up there. All of them standing there. Joffrey, the Queen and and my sister.",ARYA STARK,NORTH,2,3,What Is Dead May Never Die
Get up.,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
How do you sleep when you When you have those things in your head?,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
How do you sleep?,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
I can't sleep.,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
I don't like the taste.,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
No!,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
You want Gendry? You already got him. He loved that helmet.,ARYA STARK,NORTH,2,3,What Is Dead May Never Die
" Safer to travel, my lord.",ARYA STARK,NORTH,2,4,Garden of Bones
Dead people.,ARYA STARK,NORTH,2,4,Garden of Bones
Does anyone live?,ARYA STARK,NORTH,2,4,Garden of Bones
Dragon fire.,ARYA STARK,NORTH,2,4,Garden of Bones
Joffrey. Cersei. llyn Payne. The Hound.,ARYA STARK,NORTH,2,4,Garden of Bones
Joffrey. Cersei. llyn Payne. The Hound. Joffrey. Cersei. llyn Payne. The Hound. Joffrey. Cersei. llyn Payne. The Hound.,ARYA STARK,NORTH,2,4,Garden of Bones
Polliver. The Mountain.,ARYA STARK,NORTH,2,4,Garden of Bones
The Mountain. What are you doing?,ARYA STARK,NORTH,2,4,Garden of Bones
" Barrowton, my lord. House Dustin. Two crossed longaxes beneath a black crown.",ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
" House Mooton, my lord.",ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
" Maidenpool, my lord.",ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
" No, my lord. Anyone can be killed.",ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
(gasps),ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
(nods.),ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
I can name anyone and you'll kill him?,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
I didn't have a choice.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
I don't know his name. They call him the Tickler.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
I was always a girl.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
Sideways.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
Smaller target.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
The one who tortures everyone.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
They call him the Young Wolf.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
They say he rides into battle on the back of a giant direwolf. They say he can turn into a wolf himself when he wants. They say he can't be killed.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
Three what?,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
You should stand sideface.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
You're one of them now. I should have let you burn.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
You're practicing for a fight. You should practice right.,ARYA STARK,NORTH,2,5,The Ghost of Harrenhal
" Did you know your father, my lord?",ARYA STARK,NORTH,2,6,The Old Gods and the New
" Did... Forgive me, my lord. I shouldn't ask questions.",ARYA STARK,NORTH,2,6,The Old Gods and the New
" I'll fetch more wood for the fire, my lord.",ARYA STARK,NORTH,2,6,The Old Gods and the New
" My father, my lord.",ARYA STARK,NORTH,2,6,The Old Gods and the New
" Pardon, my lord.",ARYA STARK,NORTH,2,6,The Old Gods and the New
" The armory, my lord.",ARYA STARK,NORTH,2,6,The Old Gods and the New
A stonemason.,ARYA STARK,NORTH,2,6,The Old Gods and the New
Amory Lorch.,ARYA STARK,NORTH,2,6,The Old Gods and the New
But he's going to tell Tywin. He's getting away. It has to be now.,ARYA STARK,NORTH,2,6,The Old Gods and the New
He taught himself.,ARYA STARK,NORTH,2,6,The Old Gods and the New
Lord Tywin gave it to me.,ARYA STARK,NORTH,2,6,The Old Gods and the New
Lord Tywin sent me.,ARYA STARK,NORTH,2,6,The Old Gods and the New
Loyalty.,ARYA STARK,NORTH,2,6,The Old Gods and the New
Now!,ARYA STARK,NORTH,2,6,The Old Gods and the New
To take to the armory.,ARYA STARK,NORTH,2,6,The Old Gods and the New
" Have you met many stonemasons, my lord?",ARYA STARK,NORTH,2,7,A Man Without Honor
" It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too.",ARYA STARK,NORTH,2,7,A Man Without Honor
" My mother served Lady Dustin for many years, my lord. She taught me how to speak proper Properly.",ARYA STARK,NORTH,2,7,A Man Without Honor
" Yes, my lord.",ARYA STARK,NORTH,2,7,A Man Without Honor
(shakes her head),ARYA STARK,NORTH,2,7,A Man Without Honor
(smiles),ARYA STARK,NORTH,2,7,A Man Without Honor
Aegon and his sisters.,ARYA STARK,NORTH,2,7,A Man Without Honor
Dragons?,ARYA STARK,NORTH,2,7,A Man Without Honor
From my father.,ARYA STARK,NORTH,2,7,A Man Without Honor
Have you ever lost before?,ARYA STARK,NORTH,2,7,A Man Without Honor
I eat a lot. I just don't grow.,ARYA STARK,NORTH,2,7,A Man Without Honor
I'll bring something else.,ARYA STARK,NORTH,2,7,A Man Without Honor
I'll eat in the kitchen later.,ARYA STARK,NORTH,2,7,A Man Without Honor
Most girls are idiots.,ARYA STARK,NORTH,2,7,A Man Without Honor
No.,ARYA STARK,NORTH,2,7,A Man Without Honor
Rhaenys rode Meraxes. Visenya rode Vhagar.,ARYA STARK,NORTH,2,7,A Man Without Honor
Visenya Targaryen was a great warrior. She had a Valyrian steel sword she called Dark Sister.,ARYA STARK,NORTH,2,7,A Man Without Honor
Yes.,ARYA STARK,NORTH,2,7,A Man Without Honor
" Fine, Jaqen H'ghar.",ARYA STARK,NORTH,2,8,The Prince of Winterfell
" He didn't say. He just said, ""Walk through the gates.""",ARYA STARK,NORTH,2,8,The Prince of Winterfell
" Tywin Lannister was right here, and now he's gone.",ARYA STARK,NORTH,2,8,The Prince of Winterfell
